SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Apr 28 18:47:19 BST 2015
User: mpfc3
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2E3636
Integration Time (usec): 30000 (USB2E3636)
Spectra Averaged: 100 (USB2E3636)
Boxcar Smoothing: 0 (USB2E3636)
Correct for Electrical Dark: No (USB2E3636)
Strobe/Lamp Enabled: No (USB2E3636)
Correct for Detector Non-linearity: No (USB2E3636)
Correct for Stray Light: No (USB2E3636)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
180.28	0.00
180.65	162.55
181.02	163.53
181.39	164.37
181.77	165.81
182.14	166.94
182.51	167.02
182.88	167.42
183.25	168.23
183.63	168.77
184.00	168.83
184.37	170.32
184.74	168.75
185.11	168.82
185.49	168.55
185.86	169.08
186.23	168.77
186.60	168.77
186.97	169.19
187.35	168.94
187.72	169.11
188.09	169.05
188.46	168.57
188.83	168.94
189.20	174.03
189.58	188.24
189.95	188.36
190.32	188.01
190.69	188.17
191.06	187.77
191.43	188.31
191.81	188.01
192.18	188.44
192.55	188.12
192.92	188.57
193.29	188.23
193.66	188.10
194.03	188.60
194.41	188.85
194.78	188.56
195.15	188.13
195.52	188.69
195.89	189.05
196.26	188.43
196.63	188.79
197.01	189.02
197.38	188.54
197.75	188.70
198.12	189.10
198.49	188.97
198.86	189.17
199.23	188.98
199.60	189.17
199.98	188.97
200.35	188.80
200.72	188.50
201.09	188.88
201.46	189.22
201.83	189.29
202.20	188.94
202.57	188.80
202.94	189.44
203.31	188.99
203.69	188.72
204.06	190.30
204.43	188.75
204.80	189.47
205.17	189.10
205.54	188.45
205.91	189.26
206.28	189.22
206.65	188.98
207.02	188.85
207.39	188.50
207.76	188.64
208.14	189.37
208.51	188.83
208.88	189.43
209.25	188.94
209.62	188.77
209.99	189.36
210.36	188.80
210.73	188.95
211.10	189.37
211.47	188.64
211.84	188.89
212.21	188.80
212.58	188.94
212.95	189.21
213.32	188.73
213.69	187.90
214.06	188.96
214.43	188.55
214.80	188.96
215.17	189.16
215.55	188.63
215.92	189.20
216.29	188.31
216.66	188.64
217.03	188.76
217.40	188.74
217.77	188.61
218.14	188.31
218.51	188.43
218.88	188.51
219.25	189.13
219.62	188.30
219.99	188.44
220.36	188.77
220.73	188.90
221.10	188.54
221.47	188.24
221.84	187.73
222.21	188.30
222.58	187.92
222.95	188.06
223.32	187.38
223.69	187.80
224.06	187.88
224.43	188.02
224.80	187.81
225.17	187.87
225.54	187.76
225.91	188.07
226.27	196.11
226.64	187.51
227.01	187.44
227.38	187.58
227.75	187.89
228.12	187.99
228.49	188.42
228.86	187.26
229.23	187.98
229.60	187.38
229.97	187.15
230.34	187.20
230.71	187.80
231.08	188.06
231.45	187.45
231.82	187.35
232.19	187.17
232.56	187.08
232.93	187.42
233.30	187.59
