SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Jun 09 17:28:38 BST 2015
User: mpfc3
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2E3636
Integration Time (usec): 30000 (USB2E3636)
Spectra Averaged: 100 (USB2E3636)
Boxcar Smoothing: 0 (USB2E3636)
Correct for Electrical Dark: No (USB2E3636)
Strobe/Lamp Enabled: No (USB2E3636)
Correct for Detector Non-linearity: No (USB2E3636)
Correct for Stray Light: No (USB2E3636)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
180.28	0.00
180.65	151.43
181.02	152.27
181.39	153.40
181.77	154.11
182.14	155.60
182.51	155.32
182.88	156.13
183.25	157.19
183.63	157.02
184.00	157.67
184.37	158.87
184.74	157.66
185.11	157.63
185.49	157.67
185.86	157.62
186.23	157.95
186.60	158.11
186.97	157.94
187.35	157.82
187.72	157.54
188.09	157.42
188.46	157.57
188.83	157.38
189.20	158.30
189.58	159.80
189.95	159.92
190.32	159.66
190.69	159.92
191.06	159.80
191.43	159.86
191.81	159.66
192.18	160.24
192.55	159.75
192.92	159.92
193.29	160.31
193.66	160.48
194.03	159.66
194.41	160.27
194.78	160.65
195.15	160.56
195.52	160.53
195.89	160.54
196.26	160.54
196.63	160.39
197.01	160.67
197.38	160.84
197.75	161.01
198.12	160.55
198.49	160.58
198.86	160.84
199.23	160.41
199.60	160.20
199.98	160.54
200.35	161.20
200.72	160.70
201.09	160.74
201.46	160.79
201.83	161.46
202.20	160.56
202.57	161.01
202.94	160.74
203.31	160.50
203.69	160.94
204.06	162.54
204.43	160.79
204.80	160.98
205.17	161.76
205.54	160.64
205.91	161.10
206.28	161.37
206.65	161.35
207.02	161.44
207.39	161.19
207.76	161.60
208.14	161.69
208.51	161.43
208.88	161.95
209.25	161.44
209.62	161.45
209.99	161.54
210.36	161.61
210.73	161.83
211.10	162.03
211.47	161.66
211.84	161.95
212.21	161.51
212.58	161.49
212.95	161.38
213.32	161.68
213.69	161.25
214.06	161.80
214.43	161.65
214.80	161.50
215.17	161.57
215.55	161.56
215.92	162.32
216.29	161.70
216.66	162.10
217.03	161.23
217.40	162.04
217.77	161.63
218.14	162.25
218.51	161.62
218.88	161.87
219.25	162.04
219.62	162.41
219.99	162.19
220.36	162.66
220.73	162.82
221.10	161.92
221.47	162.16
221.84	161.85
222.21	162.83
222.58	161.78
222.95	161.87
223.32	161.86
223.69	162.03
224.06	162.48
224.43	162.29
224.80	162.22
225.17	162.79
225.54	162.48
225.91	162.31
226.27	172.06
226.64	162.11
227.01	162.07
227.38	162.39
227.75	162.54
228.12	161.99
228.49	163.22
228.86	161.70
229.23	162.34
229.60	162.19
229.97	161.94
230.34	162.32
230.71	162.74
231.08	162.65
231.45	162.51
231.82	162.05
232.19	162.50
232.56	162.17
232.93	162.40
233.30	162.29
233.66	163.02
234.03	162.47
234.40	162.17
234.77	162.31
235.14	162.60
235.51	162.20
235.88	162.32
236.25	162.44
236.62	163.25
236.99	162.47
237.36	162.76
237.73	162.53
238.09	162.53
238.46	162.20
238.83	162.92
239.20	162.34
239.57	163.29
239.94	162.25
240.31	162.81
240.68	162.60
241.05	162.18
241.41	163.00
241.78	162.29
242.15	162.67
242.52	162.51
242.89	162.85
243.26	162.29
243.63	162.52
244.00	162.51
244.36	162.43
244.73	162.34
245.10	162.43
245.47	162.70
245.84	162.44
246.21	163.03
246.58	163.36
246.94	163.13
247.31	162.86
247.68	162.16
248.05	162.76
248.42	162.71
248.79	162.93
249.15	162.66
249.52	162.38
249.89	162.48
250.26	163.52
250.63	162.00
251.00	163.19
251.36	162.72
251.73	162.36
252.10	163.28
252.47	162.89
252.84	162.75
253.20	162.71
253.57	162.61
253.94	162.83
254.31	162.51
254.68	162.64
255.05	162.53
255.41	162.89
255.78	162.74
256.15	162.58
256.52	162.95
256.88	162.78
257.25	162.80
257.62	162.47
257.99	162.83
258.36	163.21
258.72	162.60
259.09	162.41
259.46	162.74
259.83	162.50
260.19	163.28
260.56	162.37
260.93	162.70
261.30	162.54
261.67	162.59
262.03	162.51
262.40	163.23
262.77	162.93
263.14	163.17
263.50	163.29
263.87	162.54
264.24	162.61
264.61	162.74
264.97	163.02
265.34	163.11
265.71	162.87
266.07	163.06
266.44	162.89
266.81	162.82
267.18	162.79
267.54	163.45
267.91	163.57
268.28	162.52
268.64	162.42
269.01	162.63
269.38	162.58
269.75	162.99
270.11	162.56
270.48	163.05
270.85	163.36
271.21	162.99
271.58	163.31
271.95	163.06
272.32	163.62
272.68	162.98
273.05	162.57
273.42	163.21
273.78	162.84
274.15	162.97
274.52	162.77
274.88	162.68
275.25	163.00
275.62	162.91
275.98	162.69
276.35	162.98
276.72	163.56
277.08	162.72
277.45	162.95
277.82	163.13
278.18	162.16
278.55	162.85
278.92	163.05
279.28	162.87
279.65	163.01
280.01	163.12
280.38	162.94
280.75	162.70
281.11	162.55
281.48	162.85
281.85	162.46
282.21	162.79
282.58	163.26
282.95	163.20
283.31	162.74
283.68	162.79
284.04	162.82
284.41	163.51
284.78	163.11
285.14	165.67
285.51	164.48
285.87	162.98
286.24	162.94
286.61	163.43
286.97	163.28
287.34	162.49
287.70	163.74
288.07	163.13
288.44	162.81
288.80	162.88
289.17	162.76
289.53	162.46
289.90	163.28
290.26	163.13
290.63	162.95
291.00	162.90
291.36	163.26
291.73	163.10
292.09	163.25
292.46	163.09
292.82	163.00
293.19	163.27
293.56	162.89
293.92	162.48
294.29	163.06
294.65	163.39
295.02	163.05
295.38	162.95
295.75	163.25
296.11	163.40
296.48	163.09
296.84	163.25
297.21	163.23
297.57	162.81
297.94	163.44
298.30	163.36
298.67	162.87
299.04	163.23
299.40	162.68
299.77	162.85
300.13	162.96
300.50	163.75
300.86	162.81
301.23	163.26
301.59	163.35
301.96	163.13
302.32	163.23
302.69	162.89
303.05	163.01
303.42	163.09
303.78	162.78
304.14	163.26
304.51	163.13
304.87	163.07
305.24	162.73
305.60	163.28
305.97	163.56
306.33	163.73
306.70	162.99
307.06	163.44
307.43	164.34
307.79	162.90
308.16	162.61
308.52	163.29
308.88	162.59
309.25	163.35
309.61	163.42
309.98	162.82
310.34	163.23
310.71	163.37
311.07	163.10
311.44	163.20
311.80	163.28
312.16	163.48
312.53	162.65
312.89	163.05
313.26	163.16
313.62	163.00
313.98	163.30
314.35	162.91
314.71	163.56
315.08	163.08
315.44	163.01
315.80	163.49
316.17	163.26
316.53	165.35
316.90	163.41
317.26	163.31
317.62	163.43
317.99	163.17
318.35	163.50
318.72	163.07
319.08	162.91
319.44	163.71
319.81	163.30
320.17	163.79
320.53	163.74
320.90	163.36
321.26	162.95
321.62	163.85
321.99	163.01
322.35	164.01
322.72	162.82
323.08	162.87
323.44	163.84
323.81	163.52
324.17	162.91
324.53	163.81
324.90	163.27
325.26	163.08
325.62	163.21
325.99	163.20
326.35	163.56
326.71	163.05
327.08	163.20
327.44	163.12
327.80	163.61
328.16	164.26
328.53	163.31
328.89	162.70
329.25	162.93
329.62	163.36
329.98	163.42
330.34	163.03
330.71	163.37
331.07	163.84
331.43	163.07
331.79	163.71
332.16	163.15
332.52	162.88
332.88	163.23
333.24	163.25
333.61	163.25
333.97	163.21
334.33	163.22
334.70	163.51
335.06	163.47
335.42	163.48
335.78	165.08
336.15	163.76
336.51	163.50
336.87	163.17
337.23	163.06
337.60	163.49
337.96	163.08
338.32	163.34
338.68	163.47
339.04	163.68
339.41	163.08
339.77	163.95
340.13	163.12
340.49	163.29
340.86	163.26
341.22	163.16
341.58	163.34
341.94	163.35
342.30	163.16
342.67	163.49
343.03	163.54
343.39	163.24
343.75	163.50
344.11	163.82
344.48	163.20
344.84	163.93
345.20	162.85
345.56	163.50
345.92	163.82
346.28	164.06
346.65	164.59
347.01	162.88
347.37	163.07
347.73	163.97
348.09	163.27
348.45	163.19
348.82	164.21
349.18	163.07
349.54	163.14
349.90	163.64
350.26	163.44
350.62	163.52
350.98	163.89
351.35	163.79
351.71	163.68
352.07	163.32
352.43	163.09
352.79	163.43
353.15	163.37
353.51	164.85
353.87	163.73
354.24	164.13
354.60	163.62
354.96	163.39
355.32	163.23
355.68	163.80
356.04	163.99
356.40	163.92
356.76	164.29
357.12	163.33
357.48	163.02
357.85	163.89
358.21	163.61
358.57	163.09
358.93	163.69
359.29	163.62
359.65	163.39
360.01	163.49
360.37	163.88
360.73	163.85
361.09	163.51
361.45	163.49
361.81	163.79
362.17	164.38
362.53	163.91
362.89	163.72
363.25	163.88
363.62	163.92
363.98	163.35
364.34	163.56
364.70	163.62
365.06	163.49
365.42	163.66
365.78	163.48
366.14	163.70
366.50	163.15
366.86	163.53
367.22	164.05
367.58	163.64
367.94	164.14
368.30	163.95
368.66	164.25
369.02	165.00
369.38	163.48
369.74	164.20
370.10	164.34
370.46	164.72
370.82	164.18
371.18	163.84
371.54	164.08
371.90	164.29
372.26	163.87
372.62	164.32
372.98	163.81
373.33	164.25
373.69	164.12
374.05	164.18
374.41	163.96
374.77	164.30
375.13	163.85
375.49	164.30
375.85	164.50
376.21	164.49
376.57	164.47
376.93	164.37
377.29	164.71
377.65	164.47
378.01	164.86
378.37	164.88
378.73	164.94
379.08	164.62
379.44	164.73
379.80	164.42
380.16	165.10
380.52	165.34
380.88	165.16
381.24	165.13
381.60	165.31
381.96	165.29
382.32	165.27
382.67	165.25
383.03	165.74
383.39	165.70
383.75	165.96
384.11	166.41
384.47	166.28
384.83	166.39
385.19	166.73
385.54	166.93
385.90	166.89
386.26	166.94
386.62	167.15
386.98	167.32
387.34	167.23
387.70	166.98
388.05	167.84
388.41	167.86
388.77	168.62
389.13	168.38
389.49	169.09
389.85	168.67
390.20	169.44
390.56	169.16
390.92	169.81
391.28	169.35
391.64	169.55
391.99	170.23
392.35	170.34
392.71	171.24
393.07	170.70
393.43	171.37
393.78	171.80
394.14	171.77
394.50	172.34
394.86	172.99
395.22	172.80
395.57	173.29
395.93	173.18
396.29	173.49
396.65	173.99
397.00	174.39
397.36	174.87
397.72	174.74
398.08	174.86
398.43	176.03
398.79	176.23
399.15	176.59
399.51	177.62
399.86	177.20
400.22	177.47
400.58	178.07
400.94	178.64
401.29	178.89
401.65	179.42
402.01	179.89
402.37	179.72
402.72	180.79
403.08	181.75
403.44	182.25
403.79	181.29
404.15	181.43
404.51	182.71
404.86	182.81
